location_name,location_type,code,parent_code,island_group
Bansud,Municipality,002,052,Luzon
Bongabong,Municipality,003,052,Luzon
Bulalacao,Municipality,004,052,Luzon
Gloria,Municipality,006,052,Luzon
Mansalay,Municipality,007,052,Luzon
Naujan,Municipality,008,052,Luzon
Pinamalayan,Municipality,009,052,Luzon
Pola,Municipality,010,052,Luzon
Puerto Galera,Municipality,011,052,Luzon
Roxas,Municipality,012,052,Luzon
San Teodoro,Municipality,013,052,Luzon
Socorro,Municipality,014,052,Luzon
Victoria,Municipality,015,052,Luzon
Aborlan,Municipality,001,053,Luzon
Agutaya,Municipality,002,053,Luzon
Araceli,Municipality,003,053,Luzon
Balabac,Municipality,004,053,Luzon
Bataraza,Municipality,005,053,Luzon
Brooke'S Point,Municipality,006,053,Luzon
Busuanga,Municipality,007,053,Luzon
Cagayancillo,Municipality,008,053,Luzon
Coron,Municipality,009,053,Luzon
Cuyo,Municipality,010,053,Luzon
Dumaran,Municipality,011,053,Luzon
El Nido,Municipality,012,053,Luzon
Linapacan,Municipality,013,053,Luzon
Magsaysay,Municipality,014,053,Luzon
Narra,Municipality,015,053,Luzon
Quezon,Municipality,017,053,Luzon
Roxas,Municipality,018,053,Luzon
San Vicente,Municipality,019,053,Luzon
Taytay,Municipality,020,053,Luzon
Kalayaan,Municipality,021,053,Luzon
Culion,Municipality,022,053,Luzon
Rizal,Municipality,023,053,Luzon
Sofronio Española,Municipality,024,053,Luzon
Alcantara,Municipality,001,059,Luzon
Banton,Municipality,002,059,Luzon
Cajidiocan,Municipality,003,059,Luzon
Calatrava,Municipality,004,059,Luzon
Concepcion,Municipality,005,059,Luzon
Corcuera,Municipality,006,059,Luzon
Looc,Municipality,007,059,Luzon
Magdiwang,Municipality,008,059,Luzon
Odiongan,Municipality,009,059,Luzon
Romblon ,Municipality,010,059,Luzon
San Agustin,Municipality,011,059,Luzon
San Andres,Municipality,012,059,Luzon
San Fernando,Municipality,013,059,Luzon
San Jose,Municipality,014,059,Luzon
Santa Fe,Municipality,015,059,Luzon
Ferrol,Municipality,016,059,Luzon
Santa Maria,Municipality,017,059,Luzon
Bacacay,Municipality,001,005,Luzon
Camalig,Municipality,002,005,Luzon
Daraga,Municipality,003,005,Luzon
Guinobatan,Municipality,004,005,Luzon
Jovellar,Municipality,005,005,Luzon
Libon,Municipality,007,005,Luzon
Malilipot,Municipality,009,005,Luzon
Malinao,Municipality,010,005,Luzon
Manito,Municipality,011,005,Luzon
Oas,Municipality,012,005,Luzon
Pio Duran,Municipality,013,005,Luzon
Polangui,Municipality,014,005,Luzon
Rapu-Rapu,Municipality,015,005,Luzon
Santo Domingo,Municipality,016,005,Luzon
Tiwi,Municipality,018,005,Luzon
Basud,Municipality,001,016,Luzon
Capalonga,Municipality,002,016,Luzon
Daet ,Municipality,003,016,Luzon
San Lorenzo Ruiz,Municipality,004,016,Luzon
Jose Panganiban,Municipality,005,016,Luzon
Labo,Municipality,006,016,Luzon
Mercedes,Municipality,007,016,Luzon
Paracale,Municipality,008,016,Luzon
San Vicente,Municipality,009,016,Luzon
Santa Elena,Municipality,010,016,Luzon
Talisay,Municipality,011,016,Luzon
Vinzons,Municipality,012,016,Luzon
Baao,Municipality,001,017,Luzon
Balatan,Municipality,002,017,Luzon
Bato,Municipality,003,017,Luzon
Bombon,Municipality,004,017,Luzon
Buhi,Municipality,005,017,Luzon
Bula,Municipality,006,017,Luzon
Cabusao,Municipality,007,017,Luzon
Calabanga,Municipality,008,017,Luzon
Camaligan,Municipality,009,017,Luzon
Canaman,Municipality,010,017,Luzon
Caramoan,Municipality,011,017,Luzon
Del Gallego,Municipality,012,017,Luzon
Gainza,Municipality,013,017,Luzon
Garchitorena,Municipality,014,017,Luzon
Goa,Municipality,015,017,Luzon
Lagonoy,Municipality,017,017,Luzon
Libmanan,Municipality,018,017,Luzon
Lupi,Municipality,019,017,Luzon
Magarao,Municipality,020,017,Luzon
Milaor,Municipality,021,017,Luzon
Minalabac,Municipality,022,017,Luzon
Nabua,Municipality,023,017,Luzon
Ocampo,Municipality,025,017,Luzon
Pamplona,Municipality,026,017,Luzon
Pasacao,Municipality,027,017,Luzon
Pili ,Municipality,028,017,Luzon
Presentacion,Municipality,029,017,Luzon
Ragay,Municipality,030,017,Luzon
Sagñay,Municipality,031,017,Luzon
San Fernando,Municipality,032,017,Luzon
San Jose,Municipality,033,017,Luzon
Sipocot,Municipality,034,017,Luzon
Siruma,Municipality,035,017,Luzon
Tigaon,Municipality,036,017,Luzon
Tinambac,Municipality,037,017,Luzon
Bagamanoc,Municipality,001,020,Luzon
Baras,Municipality,002,020,Luzon
Bato,Municipality,003,020,Luzon
Caramoran,Municipality,004,020,Luzon
Gigmoto,Municipality,005,020,Luzon
Pandan,Municipality,006,020,Luzon
Panganiban,Municipality,007,020,Luzon
San Andres,Municipality,008,020,Luzon
San Miguel,Municipality,009,020,Luzon
Viga,Municipality,010,020,Luzon
Virac ,Municipality,011,020,Luzon
Aroroy,Municipality,001,041,Luzon
Baleno,Municipality,002,041,Luzon
Balud,Municipality,003,041,Luzon
Batuan,Municipality,004,041,Luzon
Cataingan,Municipality,005,041,Luzon
Cawayan,Municipality,006,041,Luzon
Claveria,Municipality,007,041,Luzon
Dimasalang,Municipality,008,041,Luzon
Esperanza,Municipality,009,041,Luzon
Mandaon,Municipality,010,041,Luzon
Milagros,Municipality,012,041,Luzon
Mobo,Municipality,013,041,Luzon
Monreal,Municipality,014,041,Luzon
Palanas,Municipality,015,041,Luzon
Pio V. Corpus,Municipality,016,041,Luzon
Placer,Municipality,017,041,Luzon
San Fernando,Municipality,018,041,Luzon
San Jacinto,Municipality,019,041,Luzon
San Pascual,Municipality,020,041,Luzon
Uson,Municipality,021,041,Luzon
Barcelona,Municipality,002,062,Luzon
Bulan,Municipality,003,062,Luzon
Bulusan,Municipality,004,062,Luzon
Casiguran,Municipality,005,062,Luzon
Castilla,Municipality,006,062,Luzon
Donsol,Municipality,007,062,Luzon
Gubat,Municipality,008,062,Luzon
Irosin,Municipality,009,062,Luzon
Juban,Municipality,010,062,Luzon
Magallanes,Municipality,011,062,Luzon
Matnog,Municipality,012,062,Luzon
Pilar,Municipality,013,062,Luzon
Prieto Diaz,Municipality,014,062,Luzon
Santa Magdalena,Municipality,015,062,Luzon
Altavas,Municipality,001,004,Visayas
Balete,Municipality,002,004,Visayas
Banga,Municipality,003,004,Visayas
Batan,Municipality,004,004,Visayas
Buruanga,Municipality,005,004,Visayas
Ibajay,Municipality,006,004,Visayas
Kalibo ,Municipality,007,004,Visayas
Lezo,Municipality,008,004,Visayas
Libacao,Municipality,009,004,Visayas
Madalag,Municipality,010,004,Visayas
Makato,Municipality,011,004,Visayas
Malay,Municipality,012,004,Visayas
Malinao,Municipality,013,004,Visayas
Nabas,Municipality,014,004,Visayas
New Washington,Municipality,015,004,Visayas
Numancia,Municipality,016,004,Visayas
Tangalan,Municipality,017,004,Visayas
Anini-Y,Municipality,001,006,Visayas
Barbaza,Municipality,002,006,Visayas
Belison,Municipality,003,006,Visayas
Bugasong,Municipality,004,006,Visayas
Caluya,Municipality,005,006,Visayas
Culasi,Municipality,006,006,Visayas
Tobias Fornier,Municipality,007,006,Visayas
Hamtic,Municipality,008,006,Visayas
Laua-An,Municipality,009,006,Visayas
Libertad,Municipality,010,006,Visayas
Pandan,Municipality,011,006,Visayas
Patnongon,Municipality,012,006,Visayas
San Jose ,Municipality,013,006,Visayas
San Remigio,Municipality,014,006,Visayas
Sebaste,Municipality,015,006,Visayas
Sibalom,Municipality,016,006,Visayas
Tibiao,Municipality,017,006,Visayas
Valderrama,Municipality,018,006,Visayas
Cuartero,Municipality,001,019,Visayas
Dao,Municipality,002,019,Visayas
Dumalag,Municipality,003,019,Visayas
Dumarao,Municipality,004,019,Visayas
Ivisan,Municipality,005,019,Visayas
Jamindan,Municipality,006,019,Visayas
Ma-Ayon,Municipality,007,019,Visayas
Mambusao,Municipality,008,019,Visayas
Panay,Municipality,009,019,Visayas
Panitan,Municipality,010,019,Visayas
Pilar,Municipality,011,019,Visayas
Pontevedra,Municipality,012,019,Visayas
President Roxas,Municipality,013,019,Visayas
Sapi-An,Municipality,015,019,Visayas
Sigma,Municipality,016,019,Visayas
Tapaz,Municipality,017,019,Visayas
Ajuy,Municipality,001,030,Visayas
Alimodian,Municipality,002,030,Visayas
Anilao,Municipality,003,030,Visayas
Badiangan,Municipality,004,030,Visayas
Balasan,Municipality,005,030,Visayas
Banate,Municipality,006,030,Visayas
Barotac Nuevo,Municipality,007,030,Visayas
Barotac Viejo,Municipality,008,030,Visayas
Batad,Municipality,009,030,Visayas
Bingawan,Municipality,010,030,Visayas
Cabatuan,Municipality,012,030,Visayas
Calinog,Municipality,013,030,Visayas
Carles,Municipality,014,030,Visayas
Concepcion,Municipality,015,030,Visayas
Dingle,Municipality,016,030,Visayas
Dueñas,Municipality,017,030,Visayas
Dumangas,Municipality,018,030,Visayas
Estancia,Municipality,019,030,Visayas
Guimbal,Municipality,020,030,Visayas
Igbaras,Municipality,021,030,Visayas
Janiuay,Municipality,023,030,Visayas
Lambunao,Municipality,025,030,Visayas
Leganes,Municipality,026,030,Visayas
Lemery,Municipality,027,030,Visayas
Leon,Municipality,028,030,Visayas
Maasin,Municipality,029,030,Visayas
Miagao,Municipality,030,030,Visayas
Mina,Municipality,031,030,Visayas
New Lucena,Municipality,032,030,Visayas
Oton,Municipality,034,030,Visayas
Pavia,Municipality,036,030,Visayas
Pototan,Municipality,037,030,Visayas
San Dionisio,Municipality,038,030,Visayas
San Enrique,Municipality,039,030,Visayas
San Joaquin,Municipality,040,030,Visayas
San Miguel,Municipality,041,030,Visayas
San Rafael,Municipality,042,030,Visayas
Santa Barbara,Municipality,043,030,Visayas
Sara,Municipality,044,030,Visayas
Tigbauan,Municipality,045,030,Visayas
Tubungan,Municipality,046,030,Visayas
Zarraga,Municipality,047,030,Visayas
Binalbagan,Municipality,003,045,Visayas
Calatrava,Municipality,005,045,Visayas
Candoni,Municipality,006,045,Visayas
Cauayan,Municipality,007,045,Visayas
Enrique B. Magalona,Municipality,008,045,Visayas
Hinigaran,Municipality,011,045,Visayas
Hinoba-an,Municipality,012,045,Visayas
Ilog,Municipality,013,045,Visayas
Isabela,Municipality,014,045,Visayas
La Castellana,Municipality,017,045,Visayas
Manapla,Municipality,018,045,Visayas
Moises Padilla,Municipality,019,045,Visayas
Murcia,Municipality,020,045,Visayas
Pontevedra,Municipality,021,045,Visayas
Pulupandan,Municipality,022,045,Visayas
San Enrique,Municipality,025,045,Visayas
Toboso,Municipality,029,045,Visayas
Valladolid,Municipality,030,045,Visayas
Salvador Benedicto,Municipality,032,045,Visayas
Buenavista,Municipality,001,079,Visayas
Jordan ,Municipality,002,079,Visayas
Nueva Valencia,Municipality,003,079,Visayas
San Lorenzo,Municipality,004,079,Visayas
Sibunag,Municipality,005,079,Visayas
Alburquerque,Municipality,001,012,Visayas
Alicia,Municipality,002,012,Visayas
Anda,Municipality,003,012,Visayas
Antequera,Municipality,004,012,Visayas
Baclayon,Municipality,005,012,Visayas
Balilihan,Municipality,006,012,Visayas
Batuan,Municipality,007,012,Visayas
Bilar,Municipality,008,012,Visayas
Buenavista,Municipality,009,012,Visayas
Calape,Municipality,010,012,Visayas
Candijay,Municipality,011,012,Visayas
Carmen,Municipality,012,012,Visayas
Catigbian,Municipality,013,012,Visayas
Clarin,Municipality,014,012,Visayas
Corella,Municipality,015,012,Visayas
Cortes,Municipality,016,012,Visayas
Dagohoy,Municipality,017,012,Visayas
Danao,Municipality,018,012,Visayas
Dauis,Municipality,019,012,Visayas
Dimiao,Municipality,020,012,Visayas
Duero,Municipality,021,012,Visayas
Garcia Hernandez,Municipality,022,012,Visayas
Guindulman,Municipality,023,012,Visayas
Inabanga,Municipality,024,012,Visayas
Jagna,Municipality,025,012,Visayas
Getafe,Municipality,026,012,Visayas
Lila,Municipality,027,012,Visayas
Loay,Municipality,028,012,Visayas
Loboc,Municipality,029,012,Visayas
Loon,Municipality,030,012,Visayas
Mabini,Municipality,031,012,Visayas
Maribojoc,Municipality,032,012,Visayas
Panglao,Municipality,033,012,Visayas
Pilar,Municipality,034,012,Visayas
President Carlos P. Garcia,Municipality,035,012,Visayas
Sagbayan,Municipality,036,012,Visayas
San Isidro,Municipality,037,012,Visayas
San Miguel,Municipality,038,012,Visayas
Sevilla,Municipality,039,012,Visayas
Sierra Bullones,Municipality,040,012,Visayas
Sikatuna,Municipality,041,012,Visayas
Talibon,Municipality,043,012,Visayas
Trinidad,Municipality,044,012,Visayas
Tubigon,Municipality,045,012,Visayas
Ubay,Municipality,046,012,Visayas
Valencia,Municipality,047,012,Visayas
Bien Unido,Municipality,048,012,Visayas
Alcantara,Municipality,001,022,Visayas
Alcoy,Municipality,002,022,Visayas
Alegria,Municipality,003,022,Visayas
Aloguinsan,Municipality,004,022,Visayas
Argao,Municipality,005,022,Visayas
Asturias,Municipality,006,022,Visayas
Badian,Municipality,007,022,Visayas
Balamban,Municipality,008,022,Visayas
Bantayan,Municipality,009,022,Visayas
Barili,Municipality,010,022,Visayas
Boljoon,Municipality,012,022,Visayas
Borbon,Municipality,013,022,Visayas
Carmen,Municipality,015,022,Visayas
Catmon,Municipality,016,022,Visayas
Compostela,Municipality,018,022,Visayas
Consolacion,Municipality,019,022,Visayas
Cordova,Municipality,020,022,Visayas
Daanbantayan,Municipality,021,022,Visayas
Dalaguete,Municipality,022,022,Visayas
Dumanjug,Municipality,024,022,Visayas
Ginatilan,Municipality,025,022,Visayas
Liloan,Municipality,027,022,Visayas
Madridejos,Municipality,028,022,Visayas
Malabuyoc,Municipality,029,022,Visayas
Medellin,Municipality,031,022,Visayas
Minglanilla,Municipality,032,022,Visayas
Moalboal,Municipality,033,022,Visayas
Oslob,Municipality,035,022,Visayas
Pilar,Municipality,036,022,Visayas
Pinamungajan,Municipality,037,022,Visayas
Poro,Municipality,038,022,Visayas
Ronda,Municipality,039,022,Visayas
Samboan,Municipality,040,022,Visayas
San Fernando,Municipality,041,022,Visayas
San Francisco,Municipality,042,022,Visayas
San Remigio,Municipality,043,022,Visayas
Santa Fe,Municipality,044,022,Visayas
Santander,Municipality,045,022,Visayas
Sibonga,Municipality,046,022,Visayas
Sogod,Municipality,047,022,Visayas
Tabogon,Municipality,048,022,Visayas
Tabuelan,Municipality,049,022,Visayas
Tuburan,Municipality,052,022,Visayas
Tudela,Municipality,053,022,Visayas
Amlan,Municipality,001,046,Visayas
Ayungon,Municipality,002,046,Visayas
Bacong,Municipality,003,046,Visayas
Basay,Municipality,005,046,Visayas
Bindoy,Municipality,007,046,Visayas
Dauin,Municipality,009,046,Visayas
Jimalalud,Municipality,012,046,Visayas
La Libertad,Municipality,013,046,Visayas
Mabinay,Municipality,014,046,Visayas
Manjuyod,Municipality,015,046,Visayas
Pamplona,Municipality,016,046,Visayas
San Jose,Municipality,017,046,Visayas
Santa Catalina,Municipality,018,046,Visayas
Siaton,Municipality,019,046,Visayas
Sibulan,Municipality,020,046,Visayas
Tayasan,Municipality,022,046,Visayas
Valencia,Municipality,023,046,Visayas
Vallehermoso,Municipality,024,046,Visayas
Zamboanguita,Municipality,025,046,Visayas
Enrique Villanueva,Municipality,001,061,Visayas
Larena,Municipality,002,061,Visayas
Lazi,Municipality,003,061,Visayas
Maria,Municipality,004,061,Visayas
San Juan,Municipality,005,061,Visayas
Siquijor ,Municipality,006,061,Visayas
Arteche,Municipality,001,026,Visayas
Balangiga,Municipality,002,026,Visayas
Balangkayan,Municipality,003,026,Visayas
Can-Avid,Municipality,005,026,Visayas
Dolores,Municipality,006,026,Visayas
General Macarthur,Municipality,007,026,Visayas
Giporlos,Municipality,008,026,Visayas
Guiuan,Municipality,009,026,Visayas
Hernani,Municipality,010,026,Visayas
Jipapad,Municipality,011,026,Visayas
Lawaan,Municipality,012,026,Visayas
Llorente,Municipality,013,026,Visayas
Maslog,Municipality,014,026,Visayas
Maydolong,Municipality,015,026,Visayas
Mercedes,Municipality,016,026,Visayas
Oras,Municipality,017,026,Visayas
Quinapondan,Municipality,018,026,Visayas
Salcedo,Municipality,019,026,Visayas
San Julian,Municipality,020,026,Visayas
San Policarpo,Municipality,021,026,Visayas
Sulat,Municipality,022,026,Visayas
Taft,Municipality,023,026,Visayas
Abuyog,Municipality,001,037,Visayas
Alangalang,Municipality,002,037,Visayas
Albuera,Municipality,003,037,Visayas
Babatngon,Municipality,005,037,Visayas
Barugo,Municipality,006,037,Visayas
Bato,Municipality,007,037,Visayas
Burauen,Municipality,010,037,Visayas
Calubian,Municipality,013,037,Visayas
Capoocan,Municipality,014,037,Visayas
Carigara,Municipality,015,037,Visayas
Dagami,Municipality,017,037,Visayas
Dulag,Municipality,018,037,Visayas
Hilongos,Municipality,019,037,Visayas
Hindang,Municipality,020,037,Visayas
Inopacan,Municipality,021,037,Visayas
Isabel,Municipality,022,037,Visayas
Jaro,Municipality,023,037,Visayas
Javier,Municipality,024,037,Visayas
Julita,Municipality,025,037,Visayas
Kananga,Municipality,026,037,Visayas
La Paz,Municipality,028,037,Visayas
Leyte,Municipality,029,037,Visayas
Macarthur,Municipality,030,037,Visayas
Mahaplag,Municipality,031,037,Visayas
Matag-Ob,Municipality,033,037,Visayas
Matalom,Municipality,034,037,Visayas
Mayorga,Municipality,035,037,Visayas
Merida,Municipality,036,037,Visayas
Palo,Municipality,039,037,Visayas
Palompon,Municipality,040,037,Visayas
Pastrana,Municipality,041,037,Visayas
San Isidro,Municipality,042,037,Visayas
San Miguel,Municipality,043,037,Visayas
Santa Fe,Municipality,044,037,Visayas
Tabango,Municipality,045,037,Visayas
Tabontabon,Municipality,046,037,Visayas
Tanauan,Municipality,048,037,Visayas
Tolosa,Municipality,049,037,Visayas
Tunga,Municipality,050,037,Visayas
Villaba,Municipality,051,037,Visayas
Allen,Municipality,001,048,Visayas
Biri,Municipality,002,048,Visayas
Bobon,Municipality,003,048,Visayas
Capul,Municipality,004,048,Visayas
Catarman ,Municipality,005,048,Visayas
Catubig,Municipality,006,048,Visayas
Gamay,Municipality,007,048,Visayas
Laoang,Municipality,008,048,Visayas
Lapinig,Municipality,009,048,Visayas
Las Navas,Municipality,010,048,Visayas
Lavezares,Municipality,011,048,Visayas
Mapanas,Municipality,012,048,Visayas
Mondragon,Municipality,013,048,Visayas
Palapag,Municipality,014,048,Visayas
Pambujan,Municipality,015,048,Visayas
Rosario,Municipality,016,048,Visayas
San Antonio,Municipality,017,048,Visayas
San Isidro,Municipality,018,048,Visayas
San Jose,Municipality,019,048,Visayas
San Roque,Municipality,020,048,Visayas
San Vicente,Municipality,021,048,Visayas
Silvino Lobos,Municipality,022,048,Visayas
Victoria,Municipality,023,048,Visayas
Lope De Vega,Municipality,024,048,Visayas
Almagro,Municipality,001,060,Visayas
Basey,Municipality,002,060,Visayas
Calbiga,Municipality,004,060,Visayas
Daram,Municipality,006,060,Visayas
Gandara,Municipality,007,060,Visayas
Hinabangan,Municipality,008,060,Visayas
Jiabong,Municipality,009,060,Visayas
Marabut,Municipality,010,060,Visayas
Matuguinao,Municipality,011,060,Visayas
Motiong,Municipality,012,060,Visayas
Pinabacdao,Municipality,013,060,Visayas
San Jose De Buan,Municipality,014,060,Visayas
San Sebastian,Municipality,015,060,Visayas
Santa Margarita,Municipality,016,060,Visayas
Santa Rita,Municipality,017,060,Visayas
Santo Niño,Municipality,018,060,Visayas
Talalora,Municipality,019,060,Visayas
Tarangnan,Municipality,020,060,Visayas
Villareal,Municipality,021,060,Visayas
Paranas,Municipality,022,060,Visayas
Zumarraga,Municipality,023,060,Visayas
Tagapul-An,Municipality,024,060,Visayas
San Jorge,Municipality,025,060,Visayas
Pagsanghan,Municipality,026,060,Visayas
Anahawan,Municipality,001,064,Visayas
Bontoc,Municipality,002,064,Visayas
Hinunangan,Municipality,003,064,Visayas
Hinundayan,Municipality,004,064,Visayas
Libagon,Municipality,005,064,Visayas
Liloan,Municipality,006,064,Visayas
Macrohon,Municipality,008,064,Visayas
Malitbog,Municipality,009,064,Visayas
Padre Burgos,Municipality,010,064,Visayas
Pintuyan,Municipality,011,064,Visayas
Saint Bernard,Municipality,012,064,Visayas
San Francisco,Municipality,013,064,Visayas
San Juan,Municipality,014,064,Visayas
San Ricardo,Municipality,015,064,Visayas
Silago,Municipality,016,064,Visayas
Sogod,Municipality,017,064,Visayas
Tomas Oppus,Municipality,018,064,Visayas
